query_id,query_text,doc_id,doc_text,pred_score,rank_hint,rel,notes,query_text_paraphrase
0,Write a function to find the shared elements from the given two lists.,278,Write a function to find kth element from the given two sorted arrays.,0.8572293519973755,15,0,,Create a function that finds the common elements between two provided lists.
0,Write a function to find the shared elements from the given two lists.,5,Write a function to find squares of individual elements in a list.,0.854026734828949,16,0,,Create a function that finds the common elements between two provided lists.
0,Write a function to find the shared elements from the given two lists.,210,Write a function to find cubes of individual elements in a list.,0.8529637455940247,17,0,,Create a function that finds the common elements between two provided lists.
0,Write a function to find the shared elements from the given two lists.,291,Write a function to find the median of two sorted lists of same size.,0.8527802228927612,18,0,,Create a function that finds the common elements between two provided lists.
0,Write a function to find the shared elements from the given two lists.,619,Find shared elements from eleven arrays.,0.8523616194725037,19,0,,Create a function that finds the common elements between two provided lists.
0,Write a function to find the shared elements from the given two lists.,622,Find shared elements from eleven arrays.,0.8523616194725037,20,0,,Create a function that finds the common elements between two provided lists.
1,Write a python function to identify non-prime numbers.,295,Develop a Python function that checks if a number is not a prime.,0.927862286567688,1,1,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,238,Write a python function to find the first digit of a given number.,0.8866618871688843,2,1,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,169,Write a python function to find the minimum of two numbers.,0.8855108618736267,3,1,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,0.882542610168457,4,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,281,Write a python function to check whether the given number is even or not.,0.8713173270225525,5,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,285,Write a function to check if the given integer is a prime number.,0.8707817196846008,6,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,20,Write a python function to find smallest number in a list.,0.8702094554901123,7,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,199,Write a python function to return the negative numbers in a list.,0.8690900802612305,8,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,250,Write a function to get the sum of the digits of a non-negative integer.,0.869012713432312,9,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,151,Write a python function to find the maximum of two numbers.,0.8675873875617981,10,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,288,Write a python function to find nth bell number.,0.8670545816421509,11,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,198,Write a python function to find the last digit of a given number.,0.8662219047546387,12,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,162,Write a python function to find the first non-repeated character in a given string.,0.8657814264297485,13,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,177,Write a python function to remove odd numbers from a given list.,0.8654110431671143,14,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,171,Write a python function to find whether the parity of a given number is odd.,0.8653862476348877,15,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,84,Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,0.8618261814117432,16,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,24,Write a python function to count the number of positive numbers in a list.,0.858452320098877,17,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,50,Write a python function to find the number of divisors of a given integer.,0.8574798107147217,18,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,327,Develop a Python function to check if a number can be divided by 11 without remainder.,0.8562926054000854,19,0,,Create a Python function that determines which numbers are not prime.
1,Write a python function to identify non-prime numbers.,255,Write a python function to calculate the product of the unique numbers in a given list.,0.8552533984184265,20,0,,Create a Python function that determines which numbers are not prime.
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",296,"Implement a function that returns the n biggest numbers from a list, sorted from highest to lowest.",0.9271172881126404,1,1,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",337,Develop a function that returns the largest integer less than a given number n.,0.9079593420028688,2,1,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",16,Write a python function to find the largest number that can be formed with the given list of digits.,0.8746756315231323,3,1,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",206,Write a python function to find the largest negative number from the given list.,0.8685023188591003,4,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",500,Create a function that identifies the largest negative number in a list.,0.8670488595962524,5,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",310,Develop a Python function that constructs the biggest number possible from a list of digits.,0.8609973192214966,6,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",54,"Write a function to find the next smallest palindrome of a specified integer, returned as an integer.",0.8576923608779907,7,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",43,Write a function to find the closest smaller number than n.,0.8574700355529785,8,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",244,Write a function to find the sum of the largest contiguous sublist in the given list.,0.8561888933181763,9,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",180,Write a python function to find a pair with highest product from a given array of integers.,0.8554595112800598,10,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",620,Write a function to find the biggest max elements from seven arrays.,0.8546426892280579,11,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",624,Write a function to find the biggest max elements from seven arrays.,0.8546426892280579,12,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",150,"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.",0.8538388013839722,13,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",617,Write a function to find the biggest max elements from nine arrays.,0.853063702583313,14,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",114,"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.",0.8524553179740906,15,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",135,Write a function to find the list of maximum length in a list of lists.,0.8510748744010925,16,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",205,Write a function to find the ration of positive numbers in an array of integers.,0.8492581844329834,17,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",228,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,0.8487082123756409,18,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",433,Write a function to determine the highest integer value in a mixed list of data types.,0.8486123085021973,19,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",560,Create a function that retrieves the n items with the highest price from a dataset.,0.8464851975440979,20,0,,"Create a function that returns the n largest integers from a given list, sorted in descending order."
3,Write a python function to check whether the two numbers differ at one bit position only or not.,297,Create a Python function to determine if two numbers differ by exactly one bit position.,0.969449400901794,1,3,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,30,Write a python function to check whether the given number can be represented as the difference of two squares or not.,0.910382866859436,2,2,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,324,Create a Python function to determine if a number can be written as the difference of two squares.,0.898967683315277,3,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,311,Create a Python function to verify if two integers have different signs.,0.898813009262085,4,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,17,Write a python function to check whether the given two integers have opposite sign or not.,0.898436307907104,5,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,281,Write a python function to check whether the given number is even or not.,0.895297169685363,6,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,243,Write a python function to find the sum of the per-digit difference between two integers.,0.894666850566864,7,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,15,Write a python function to check if a given number is one less than twice its reverse.,0.889350414276123,8,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,88,Write a python function to check whether all the bits are unset in the given range or not.,0.883742690086364,9,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,130,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,0.880099058151245,10,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,171,Write a python function to find whether the parity of a given number is odd.,0.877754211425781,11,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,169,Write a python function to find the minimum of two numbers.,0.875558257102966,12,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,0.873660624027252,13,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,382,Create a Python function to determine if a number has all bits set to zero within a specified range.,0.873085141181945,14,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,179,Write a python function to check whether any value in a sequence exists in a sequence or not.,0.871128141880035,15,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,309,Create a Python function to determine if a number equals two times its reverse minus one.,0.870754957199096,16,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,128,Write a python function to check if the elements of a given list are unique or not.,0.866401851177215,17,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,84,Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,0.864593923091888,18,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,93,Write a python function to find the maximum difference between any two elements in a given array.,0.863160669803619,19,1,,Create a Python function to determine if two numbers differ by exactly one bit.
3,Write a python function to check whether the two numbers differ at one bit position only or not.,151,Write a python function to find the maximum of two numbers.,0.863025665283203,20,1,,Create a Python function to determine if two numbers differ by exactly one bit.
4,Write a function to find all words which are at least 4 characters long in a string.,298,Write a function that extracts all words with a minimum length of four characters from a string.,0.9567148685455322,1,1,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,76,Write a function to find words that are longer than n characters from a given list of words.,0.90632164478302,2,1,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,370,Create a function that returns all words longer than n characters from a string.,0.9062402844429016,3,1,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,44,Write a python function to find the length of the longest word.,0.8701795935630798,4,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,338,Create a Python function to determine the maximum word length in a list.,0.8419557809829712,5,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,155,Write a function to find the list with maximum length.,0.841854453086853,6,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,517,Create a function that tallies the number of uppercase characters in a string.,0.8416892886161804,7,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,135,Write a function to find the list of maximum length in a list of lists.,0.8385851383209229,8,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,481,Create a function that retrieves the last character from each string in a tuple.,0.8383848071098328,9,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,242,Write a function to toggle the case of all characters in a string.,0.8368438482284546,10,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,507,Create a function that eliminates all whitespace characters from a string.,0.8362873792648315,11,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,506,Create a function that retrieves strings of a certain length from a list.,0.8360989689826965,12,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,530,Create a function that changes all characters in a string to lowercase.,0.8348222970962524,13,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,284,Write a function to reverse words seperated by spaces in a given string.,0.8344435691833496,14,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,213,Write a function to remove all whitespaces from the given string.,0.8302143812179565,15,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,152,Write a function to convert a given string to a tuple of characters.,0.8301339745521545,16,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,212,Write a function to extract specified size of strings from a given list of string values.,0.8298724889755249,17,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,158,Write a function to apply a given format string to all of the elements in a list.,0.8280004858970642,18,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,109,Write a function to find minimum of three numbers.,0.8262563943862915,19,0,,Create a function that extracts all words from a string that have at least 4 characters.
4,Write a function to find all words which are at least 4 characters long in a string.,68,Write a function to convert a string to a list of strings split on the space character.,0.8252536654472351,20,0,,Create a function that extracts all words from a string that have at least 4 characters.
5,Write a function to find squares of individual elements in a list.,210,Write a function to find cubes of individual elements in a list.,0.947528839111328,1,1,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,299,Create a function that computes the square of each element in a list.,0.9361692667007446,2,1,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,504,Create a function that computes the cube of each element in a list.,0.8913227319717407,3,1,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,224,Write a function to find all possible combinations of the elements of a given list.,0.8836817741394043,4,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,63,Write a function to find the common elements in given nested lists.,0.8780524730682373,5,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,86,Write a function to sort a list of elements.,0.8773401379585266,6,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,29,Write a function to sort a list of elements.,0.8773401379585266,7,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,503,Create a function that tallies the occurrences of each list element in a tuple.,0.862984299659729,8,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,92,Write a function to find number of lists present in the given tuple.,0.8601112365722656,9,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,564,Create a function that identifies all perfect squares within a specified range.,0.8588361740112305,10,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,549,Create a function that computes the product of all unique numbers in a list.,0.8587189316749573,11,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,270,Write a function to find perfect squares between two given numbers.,0.8581186532974243,12,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,0,Write a function to find the shared elements from the given two lists.,0.854026734828949,13,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,188,Write a function to count the number of sublists containing a particular element.,0.8536460399627686,14,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,23,Write a function to flatten a list and sum all of its elements.,0.8535376787185669,15,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,165,Write a function to compute the sum of digits of each number of a given list.,0.8526811599731445,16,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,90,Write a function to flatten the list of lists into a single set of numbers.,0.852668046951294,17,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,459,Create a function that calculates the sum of digits for every number in a list.,0.8523730039596558,18,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,518,Create a function that generates all possible combinations of elements from a given list.,0.8523514270782471,19,0,,Create a function that computes the square of each element in a list.
5,Write a function to find squares of individual elements in a list.,158,Write a function to apply a given format string to all of the elements in a list.,0.8523385524749756,20,0,,Create a function that computes the square of each element in a list.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,300,Develop a Python function to determine the smallest number of rotations needed to return a string to its original form.,0.9174345135688782,1,1,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,146,Write a python function to find element at a given index after number of rotations.,0.8626065254211426,2,1,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,169,Write a python function to find the minimum of two numbers.,0.8606787323951721,3,1,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,62,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,0.8605927228927612,4,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,276,Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,0.8564298152923584,5,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,282,Write a python function to find the first repeated character in a given string.,0.8475592732429504,6,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,162,Write a python function to find the first non-repeated character in a given string.,0.8472132682800293,7,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,151,Write a python function to find the maximum of two numbers.,0.8446061611175537,8,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,219,Write a python function to find the sublist having minimum length.,0.8438301086425781,9,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,20,Write a python function to find smallest number in a list.,0.8425999879837036,10,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,314,Develop a Python function to return the minimum value in a list.,0.8393022418022156,11,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,16,Write a python function to find the largest number that can be formed with the given list of digits.,0.8376917839050293,12,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,0.8371282815933228,13,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,182,Write a python function to find element of a list having maximum length.,0.8365427255630493,14,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,15,Write a python function to check if a given number is one less than twice its reverse.,0.8360826969146729,15,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,87,Write a python function to find the smallest power of 2 greater than or equal to n.,0.834782600402832,16,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,19,Write a python function to count the number of substrings with the sum of digits equal to their length.,0.8332307934761047,17,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,156,Write a python function to find the highest power of 2 that is less than or equal to n.,0.8321655988693237,18,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,235,Write a python function to find the sum of the largest and smallest value in a given array.,0.8310467004776001,19,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
6,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,137,Write a python function to find quotient of two numbers (rounded down to the nearest integer).,0.8309443593025208,20,0,,Create a Python function that calculates the minimum number of rotations (greater than zero) needed to obtain the same string.
7,Write a python function to remove first and last occurrence of a given character from the string.,301,Create a Python function that deletes the first and last appearance of a specified character in a string.,0.9540122747421264,1,1,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,282,Write a python function to find the first repeated character in a given string.,0.9060524106025696,2,1,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,12,Write a function to remove characters from the first string which are present in the second string.,0.9041121006011964,3,1,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,162,Write a python function to find the first non-repeated character in a given string.,0.8954288959503174,4,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,237,Write a python function to remove lowercase substrings from a given string.,0.8842629194259644,5,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,108,Write a python function to remove the characters which have odd index values of a given string.,0.8821371793746948,6,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,402,Create a Python function that removes all characters at odd indices from a string.,0.8768030405044556,7,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,306,Develop a function that deletes all characters from the first string that also appear in the second string.,0.8768002986907959,8,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,272,Write a python function to interchange the first and last elements in a list.,0.873670220375061,9,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,481,Create a function that retrieves the last character from each string in a tuple.,0.8728764057159424,10,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,200,Write a function to remove odd characters in a string.,0.8644881248474121,11,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,249,Write a python function to split a string into characters.,0.8610626459121704,12,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,198,Write a python function to find the last digit of a given number.,0.8580116033554077,13,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,531,Create a function that eliminates lowercase letter sequences from a string.,0.8557940721511841,14,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,494,Create a function that eliminates characters at odd positions in a string.,0.8553116321563721,15,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,456,Create a function that identifies the first non-repeating character in a string.,0.8551018834114075,16,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
7,Write a python function to remove first and last occurrence of a given character from the string.,576,Create a function that identifies the first character that appears more than once in a string.,0.8542569279670715,17,0,,Create a Python function that removes the first and last occurrence of a specified character from a string.
